Comments,summary,sentiment_label
"For this price, it is an amazing course. It covers a wide range of programming knowledge, including GIT, CSS, JS, Node, DB, API, React, JQuery,  Web 3 and etc. The React section is a bit outdated, but the explanations are perfect! I have access to the Laracast platform, and I can make comparisons. In my opinion, Angela has created good practices and provided valuable resources for developers. It's a good starting point. However, I need new knowledge about the latest React 18 and a deeper dive into hooks, etc.","the course covers a wide range of programming knowledge, including GIT, CSS, JS, node, DB, API, React, JQuery, Web 3 and etc . the course is a bit outdated, but the explanations are perfect!",POSITIVE
"The way Angela laid out the course plan was splendid! Easily a 5 star. I rated this a 3 star because the section of MongoDB until the end was outdated. Although I still recommend it to get started. You just need to find another tutorial regarding MongoDB, Deployment, and react.",the way Angela laid out the course plan was splendid! Easily a 5 star because the section of MongoDB until the end was outdated .,NEGATIVE
"Overall, I really enjoy Angela's teaching style.  The exercises and projects really helped me understand the topics covered in this course.  My only complaint will be the large section of backend that was not up to date for 2023.  It required me to dig and find the right resources and answers to finish those sections, which in turn, helped me build those skill sets as a developer, but it was frustrating as someone new and learning.",the exercises and projects really helped me understand the topics covered in this course . it required me to dig and find the right resources and answers to finish those sections .,POSITIVE
I love the way Dr Angela made the Course interactive and she is constantly updating the contents. Her voice and method of teaching also made it easy for me to comprehend most of the concepts. Much Love Dr Angela❤️❤️,I love the way Dr Angela made the Course interactive . her voice and method of teaching also made it easy for me to comprehend most of the concepts.,POSITIVE
"Yet another exceptional course by Dr. Angela. I initially purchased this course in 2022 and have recently completed it this month. In 2022, I successfully tackled the backend section, employing its teachings across several projects. This course truly stands as a comprehensive and invaluable resource. It's worth noting that the course has been meticulously updated to align with the latest developments in the field.","in 2022, I successfully tackled the backend section . the course has been meticulously updated to align with the latest developments in the field .",POSITIVE
The thing about this course is after you learn you dont learn how to apply everything together basically when you learn react you dont learn how to use it with node and postgres and the backend stuff so you kinda have to learn on your own afterwards,you dont learn how to apply everything together . when you learn react you dont know how to use it with node and postgres and the backend stuff so you have to learn on your own afterwards.,NEGATIVE
"A massive dose of information. Some a little backward but all in all a meaty and effective course. Angela is absolutely capable and knowledgeable, even inserting human side to her lectures.","Angela is absolutely capable and knowledgeable, even inserting human side to her lectures . she is able to teach a variety of topics, including a sexy course . if you have any questions, please contact us .",POSITIVE
"The course is good ! BUT I think when teaching everything together is best than separate topics , example creating projects that uses all tecnologies in one project its hard to get on beginning but good to have every thing in a same project , a project like Social Network would be great , I dont know if it exists in the next lessons , but so far has been good , Thanks",a project like social network would be great . but so far has been good . thanks for sharing the course with us . a great project .,POSITIVE
Amazing course. Angela prepared everything for better understanding and explaining all basis in a way that will keep in your mind forever. Also all the information is usefull and updated for the latest tecnologies uses in the market right now. I recomend it 100%,angela prepared everything for better understanding and explaining . all the information is usefull and updated for the latest tecnologies uses in the market right now.,POSITIVE
Angela has so much enthusiasm and it comes across in everything she says. Content is very interesting and informative - need to move on to the next lesson as soon as the last one has finished.,content is very interesting and informative - need to move on to the next lesson as soon as the last one has finished . Angela has so much enthusiasm and it comes across in everything she says .,POSITIVE
"The way of teaching is exceptionally good, learning with examples and doing practice of each lessons are really needed in the field of programming, The content and explanation are from the scratch , that is the best part of this course.","the way of teaching is exceptionally good, learning with examples and doing practice of each lesson is really needed in the field of programming . content and explanation are from the scratch .",POSITIVE
"I thoroughly enjoyed this course. Anglea does a wonderful job of teaching the contents of this course and everything is well explained. The only complaint I have is that, the content of some modules taught here are outdated and not really useful in the current scenario (eg the react module is pretty outdated and slow), and the projects could have been better and more practical. Apart from that, this bootcamp is very near to my heart and I'm very grateful for all it has taught me. Thank you Angela for this bootcamp.",anglea does a wonderful job of teaching the contents of this course . the content of some modules taught here are outdated and not really useful in the current scenario .,POSITIVE
"I was searching for the same content on youtube and google but was unable to get but after learning from this video its become very easy for me to understand and now i am able to implement it in my website ,thanks for such great efforts.",i was searching for the same content on youtube and google but was unable to get . after learning from this video its become very easy for me to understand .,POSITIVE
"It was really fun learning to be a web developer but I had a lot of problems, sometimes I didn't understand the programming logic and sometimes I felt frustrated because my program didn't work. So I really repeated a lot of explanations so it could be said that my progress was not that fast. However, I felt this was the challenge and I continued to progress and learn until I became a junior web developer in the future.",it was really fun learning to be a web developer but I had a lot of problems . sometimes I didn't understand the programming logic and sometimes I felt frustrated because my program wasn't working . I continued to progress and learn until I became a junior web developer in the future.,NEGATIVE
"overall the course is great but the only problem I have faced is with mongodb, because there's old videos of it and the new version contains a lot of changes which have made it hard to do anything.",mongodb's new version contains a lot of changes which have made it hard to do anything . there's old videos of it and the new version is full of new videos .,NEGATIVE
"Most parts of the course are outdated. Somehow, towards the end, she delves into NFTs, Blockchain, and other topics (also outdated—you'll lose a lot of time on the ICP forum seeking solutions), while failing to provide proper explanations for JS or React. While you can learn a lot, you'll need to put in a significant amount of extra personal effort to fully grasp everything. If you're a beginner, I believe this course might not be very beneficial for you.",most parts of the course are outdated . you'll lose a lot of time on the ICP forum seeking solutions . this course might not be very beneficial for you .,NEGATIVE
"The course itself is really good and in depth. It takes a lot of time and energy and dedication but Angela is a great instructor! However, what I am missing so far (i am at 3/4 of the course) are informations to deployment and real world application. For static Websites there are a lot of options, but as soon as the course dives into node.js and Databases you are left with nothing more than just having small projects on your computer. What If I want to deploy them somewhere? In my mind its one of the most basic informations that nobody teaches and it takes away a lot of the fun one would have by not letting you create real world projects. Im still hoping that there will be some information on this subject, but so far nothing - and in my mind it should be mentioned multiple times.",the course itself is really good and in depth . it takes a lot of time and energy and dedication but Angela is a great instructor .,NEGATIVE
"Angela, you are so sweet and kind, but I was expecting a beginner friendly course. I hate the fact that we don't code along with you and I hate the fact that you expect us to solve an exercise before you showing us how to do it. It's like you expect a child to eat by himself, but he never was taught how...",I hate the fact that we don't code along with you . you expect us to solve an exercise before you show us how to do it .,NEGATIVE
"The best course offered on Web Development on the internet. Am not just saying this, but I feel it! I have taken few other courses offered by this instructor and have excelled in my domain, therefore, I am confident it's gonna be fun and fun LEARNING!",the best course offered on web development on the internet . I am confident it's gonna be fun and fun . the course will be available on the web at www.webdevelopment.com .,POSITIVE
Because it's very help full for me. When I start this course I just know about the HTML and CSS but letter on I got to much from this course. And it helps me to be the one in my life. I just start but now I can do much more in my Web career. And I give four star because of one or two module are not completely update.,because it's very help full for me. when I start this course I just know about the HTML and CSS but letter on I got to much from this course. and it helps me to be the one in my life.,POSITIVE
"Although the course is very good, but i expected some more topics covered like context in react and a capstone on react is also missing although that's not necessary, also django is missing in this course which should be a necessary part of the course as it is also a great part of any webd course. i know i am greedy here, but i think must go through the Q&A section and you will find a lot like this. Again thanks a lot for so much hard work..","django is missing in this course which should be a necessary part of any webd course . i know i am greedy here, but i think must go through the Q&A section and you will find a lot like this .",NEGATIVE
I like the amount of small exercises that let you practice immediately after the explanation (pause video and try yourself). The exercises work better than the quizzes that you see in some other courses. I like this course better than one other Udemy Web course that I tried but didn't finish. I also like the pep talks at the end of each chapter.,I like the amount of small exercises that let you practice immediately after the explanation . the exercises work better than the quizzes that you see in other courses .,POSITIVE
The course contents are excellent and they contain all the necessary things which you are seeking & angella has made things really easier for us through this course. She has explained the things really well.,the course contents are excellent and they contain all the necessary things which you are seeking & angella has made things really easier for us through this course .,POSITIVE
"This is the worst course I have ever taken in my entire life. The videos are very old, there are no resources, some resources don't work anymore, and the websites it recommends no longer exist. As you watch videos, the instructor removes them randomly, and the videos are all messed up. This course is a total waste of time. There are so many better courses available for free.","the videos are very old, there are no resources, some resources don't work anymore, and the websites it recommend no longer exist . this course is a total waste of time .",NEGATIVE
"Awesome course! Everything is expressed an explained straight to the point. I come from learning how to code from books which gives a deeper understanding, I wish that I started out with her videos to save time. I moved from books to this course for the exercises, quizzes and projects to make sure that I utilize, practice, and retain the material.","everything is expressed an explained straight to the point . I moved from books to this course for the exercises, quizzes and projects .",POSITIVE
"I'm going through the Intermediate CSS and so far all the new updates you've made has been amazing and above my expectations. I've completed the version of CSS before this and it didn't do a good enough job diving deeper. I haven't found a course that did a great job teaching a concept that could be overly complicated, made so simple. Thank you and great job!",I've completed the version of CSS before this and it didn't do a good enough job diving deeper . I haven't found a course that did a great job teaching a concept that could be overly complicated .,POSITIVE
"Everything is awesome, but as a mobile user I'm unable to do coding exercises, if there is anything that mobile users install and do coding exercises, please do mention it,it will help a lot.","if there is anything that mobile users install and do coding exercises, please do mention it . it will help a lot .",POSITIVE
"in the html and css section everything was clear. but starting with the first lesson of js I fell out of the process completely. i understood but could not perform any task because to solve it you need to know something that was not in the lesson. nevertheless, i continue to take the course with the hope that i will understand or learn on youtube.",in the html and css section everything was clear . but i fell out of the process completely . to solve it you need to know something that was not in the lesson .,NEGATIVE
"There is a big mismatch and midway updates in some of the course contents . Meanwhile you replaced the section of Mongoose DB with a new section for Postgres DB,  the subsequent sections are talking heavily about the usage of Mongoose. Not Only that but Mongoose is kept as a main part of code structure in Authentication and Security Section and left us suffering either skip this part or searching for proper solutions.",mongoose is kept as a main part of code structure in Authentication and Security section . the subsequent sections are talking heavily about the usage of Mongooses .,NEGATIVE
"Really good course, you need to dig in on some documentation because the outdated data, but this helps to improve your skills on reading the documentation the proper way. 100% recommended.",you need to dig in on some documentation because the outdated data . this helps to improve your skills on reading the documentation the proper way .,POSITIVE
there are many new things i did learn and there are some difficult is but i follow Angela's lead and try to understand everything. some times i stop this course and watch another to clarify information i got here but overall this course is very useful,i follow Angela's lead and try to understand everything . overall this course is very useful . i am very happy with the course .,POSITIVE
"This course is excellent and a great introduction to web development but beware of the fact that there are some modules and exercises that work poorly and would definitely need some updates. There are exercises with answers already written in them, and course material can be quite broken here and there so you cannot always be sure if you're just too dumb or the exercise broken so you waste hours of your life only to discover later that you did nothing wrong but that there's something wrong with the API or there's one line of code that's broken and you need to repair the prewritten code for the exercise to work properly.",this course is excellent and a great introduction to web development but beware of the fact that there are some modules and exercises that work poorly and would definitely need some updates . there are exercises with answers already written in them .,NEGATIVE
"Without a doubt, this is hands down the most exceptional web development course available!  No need to pay Rs 25000 - 50000 to join any institute to learn web development. You can buy this course for Rs 450-550 with an udemy offer.",this is the most exceptional web development course available . you can buy this course for Rs 450-550 with an udemy offer .,POSITIVE
"I was a little intimidated when I saw everything that this course covers.  However, it was easy to follow and delivered in an upbeat method that encourages the student to actually try the examples.  I learned many things that I am eager to begin implementing.",the course was easy to follow and delivered in an upbeat method that encourages the student to actually try the examples . the course covers many things that I am eager to begin implementing.,POSITIVE
"Mrs. Yu is the best lecturer I have learned from, she is eloquent & has a lot to offer. This is the first time I learned coding and through her guidance, I have been able to develop a few web applications and websites, which have been praised to be grade.",this is the first time I have learned coding . she is eloquent & has a lot to offer . a few web applications and websites have been praised .,POSITIVE
"just a average course, she just ask you to read other documentation for even basic concepts and because other documentation aren't for beginners, you need external sources like other youtube channels to understand. there is room for lots of improvement in the course.","there is room for lots of improvement in the course . you need external sources like other youtube channels to understand other documentation . if you're a beginner, you need to read other documentation for even basic concepts .",NEGATIVE
"The course has complicated topics in it, a few classes might be confusing, but overall Dr Angela explains things in a clear, concise manner, and she's always pushing people to keep going by the end of each module. Thoroughly recommend it.","the course has complicated topics in it, a few classes might be confusing . but overall Dr Angela explains things in a clear, concise manner .",POSITIVE
"Halfway through the course I lowered my grade, and then it will be seen, maybe I will raise it further. In general, the course is a good guide to the order of studying technologies and their parts. However, much of the information in the course is outdated (some of it has been out of date for several years). I'm now on the jQuery section, which is much less used now (let's see if version 4.0, released the other day, will change the situation), and Angela doesn't make notes in the middle of the course to let us know what information is really up to date. The JavaScript section is quite confusing and not very clearly explained, which is what many people complain about in the comments.",the course is a good guide to the order of studying technologies and their parts . some of the information in the course has been out of date for several years . jQuery section is quite confusing and not very clearly explained .,NEGATIVE
"It is a good course for beginners but there are sections that need a lot of updating. Especially MongoDB and Mongoose sections need to be updated. Other sections are generally up to date. I was confused in some parts and thought about quitting, but I pushed myself and continued. For those who are thinking of buying the course, there will be parts where you will be confused and you will have to push yourself and do research. I wish everything will be as you want. Thank you for everything Dr. Angela Yu ?",it is a good course for beginners but there are sections that need a lot of updating . Especially MongoDB and Mongoose sections need to be updated .,POSITIVE
"Lots of interesting content well presented but outdated a lot, also the resources like exercises (Starting files) are not available...  The amazing community of learners is helping by providing some material they saved while the content was available so its still possible to follow as of today. And by following the documentation online its possible to update the code provide in order to complete the exercises.",the amazing community of learners is helping by providing some material they saved while the content was available . by following the documentation online its possible to update the code provide in order to complete the exercises .,NEGATIVE
I am a manager working to refresh my knowledge and get back into hands-on development. This course has been amazing in how it is structured and how it guides me through concepts. This is what I needed and more.,a manager working to refresh my knowledge and get back into hands-on development . this course has been amazing in how it is structured and it guides me through concepts .,POSITIVE
this course id completely shit and wasting time and wasting money she bring just some written code and explains some part of that you will never learn any thing with this course even i thing she don't know any thing i did not write any code even they told 30 days money back i can not a refund request,this course id completely shit and wasting time . she brings just some written code and explains some part of that you will never learn any thing with this course even i thing she don't know any thing i did not write any code even they told 30 days money back .,NEGATIVE
"I have purchased several other courses on this very platform, and among all of them, this course was the best one that I felt like the best purchase. Reasons are because, in almost every video, first she teaches and then there's a challenge in almost every video, which makes the student do it himself/herself by researching and going through previous lessons. So far I love this course.","this very platform course was the best one that I felt like the best purchase . in almost every video, first she teaches and then there's a challenge . so far I love this course.",POSITIVE
"Thank you, Angela Ma'am, for the invaluable course. I am very satisfied with this course. I am currently progressing through the most difficult modules, and I believe they will be explained as effectively as the previous ones. I have completed the blog project under the legacy course instruction, and it was truly a valuable module. Please consider including it in the new version, as it contains many important elements. Students may not immediately recognize its significance. The decision I made to join this course is one of the best decisions I have taken in my life. Thank you so much.",I am currently progressing through the most difficult modules . the decision I made to join this course is one of the best decisions I have taken in my life .,POSITIVE
"This course has been amazing for me to learn the fundamentals and I think it has been designed in a way for us to get stuck , read a few doc , try to figure it out and move on . Great Job !!",this course has been amazing for me to learn the fundamentals . I think it has been designed in a way for us to get stuck .,POSITIVE
"The first half of this course is good but as many people have stated, once you hit section 33 it's 5 years out of date and a lot of the instructions don't work anymore. And later modules are based on what you learn in 33 so this is a nightmare to complete.","the first half of this course is good but as many people have stated, once you hit section 33 it's 5 years out of date and a lot of the instructions don't work anymore .",NEGATIVE
"Ich bin total zufrieden mit dem Aufbau des Kurses, mit der Didaktik und den Lernbeispielen. Angela ist super angenehm und es macht sehr viel Spaß Ihr zu folgen. Mit Ihrer Art motiviert Sie mich bei jedem Video weiterzumachen.","ich bin total zufrieden mit dem Aufbau des Kurses, mit der Didaktik und den Lernbeispielen. Angela ist super angenehm und es macht sehr viel Spaß Ihr zu folgen.",NEGATIVE
"It was an excellent experience to learn from you and basically, I am a Mechanical engineering graduate still getting all your lectures. The way you explain thing is very easy to understand your examples or projects are very useful.",it was an excellent experience to learn from you and I am a Mechanical engineering graduate still getting all your lectures . the way you explain things is very easy to understand your examples or projects are very useful.,POSITIVE
"After some points you realize that the lessons is too old for 2023, but don't worry in the comment and Q&A section there are a lot of answers to questions if you struggle with the old lessons, Over All its a 10/10 course and I Love Angela. She is the best teacher in the whole world","the lessons are too old for 2023, but don't worry in the comment and Q&A section . over all its a 10/10 course and I Love Angela is the best in the whole world .",POSITIVE
"This course is exceptionally well-structured, making complex concepts easily comprehensible. The teacher consistently fosters an inspiring learning environment, motivating students to actively engage in their studies.","this course is exceptionally well-structured, making complex concepts easily comprehensible . the teacher encourages students to actively engage in their studies .",POSITIVE
"The course content is great, and although there is some content that is not up to date with the latest versions of some libraries the course examples and exercises are great to learn and apply the knowledge on functional applications.",the course examples and exercises are great to learn and apply the knowledge on functional applications . some libraries are not up to date with the latest versions of some libraries .,POSITIVE
It is great experience with the course. The reason of giving four star because this course did not come with the notes to revise them. If you started out giving the notes in pdf format it would be very great.,the course did not come with the notes to revise them . if you started out giving the notes in pdf format it would be very great .,POSITIVE
"Coming from a non-technical background even the thought of diving into the engineering aspects of a dynamic website was gruesome and daunting, however, Angela and this course made it really easy for me to embark on this journey, and post-completion I can easily say that this is by far the best course for Web development. The curriculum is super structured and the exercises have a gradual learning curve, which helps one ease into the subject matter. Thank you so much for this amazing course, Angela!! Looking forward to joining you on similar courses in the future!!!! :)","the course is super structured and the exercises have a gradual learning curve, which helps one ease into the subject matter . this is by far the best course for web development .",POSITIVE
"Not only is a very complete course, the way is explanined is so fun, didactic and detailed. No extra music on the background, a pleasant voice pitch and the diction of the teacher is just perfect.","the way is explanined is so fun, didactic and detailed . no extra music on the background, a pleasant voice pitch and the diction of the teacher .",POSITIVE
"Best course ever for web development. No one can match the level of her efforts that she put in making this course. After completion of this course , you will be capable for freelancing. She taught the front end and back end very well. The best thing about this course is that she keep updating the course time to time.",best course ever for web development . she taught front end and back end very well . best thing about this course is that she keep updating the course time to time .,POSITIVE
"This course is a mix of many tools and frameworks, way too many even for a full-stack developer. The course is not suitable for a beginner, and not because it covers advanced topics, but because it's a mishmash of everything that only confuses you. For a beginner, this mix is not beneficial at all. I recommend beginners to focus heavily on JavaScript, HTML, and CSS. Look for courses that don't mix too much if you want to learn effectively, and you'll be much more focused and motivated.","the course is not suitable for a beginner, and not because it covers advanced topics . it's a mishmash of everything that only confuses you . look for courses that don't mix too much .",NEGATIVE
"Personally , this is an perfect course for me because I have watched tons of youtube videos and lectures based on Full stack development . This help to understand the concept easier than the materials i have been through.",this is an ideal course for me because I have watched tons of youtube videos and lectures based on Full stack development . this helps to understand the concept easier than the materials i have been through .,POSITIVE
The course is so awesome and it’s actually what it was said to be before I bought the course. I really enjoyed and learned a lot from Dr. Angela through her unique style of teaching programming and i also enjoyed her funny jokes.... Lol,i really enjoyed and learned a lot from Dr. Angela through her unique style of teaching programming . i also enjoyed her funny jokes .,POSITIVE
"Loved the course! At times it seemed like, Angela didn't describe all the important concepts in depth, but in the following module all became more clear. I feel like i have enough knowledge to start creating my own projects. Thank you so much for the course!",i feel like i have enough knowledge to start creating my own projects . thanks so much for the course! I'm a big fan of the course .,POSITIVE
"This has been one of the best courses I've ever taken of anything I've ever learned. Not only is this a great video series, where if you are like me where I visually learn, but Angela does a great job breaking things down to simplest form.",this is one of the best courses I've ever taken of anything . Angela does a great job breaking things down to simplest form .,POSITIVE
"Es una excelente introducción al mundo de desarrollo web, nomas le bajo un poco porque hay mucho material que está desactualizado, y realmente toma mucho tiempo el corregirlo y pasar sobre los bugs para recien comenzar a trabajar.","nomas le bajo un poco porque hay mucho material que está desactualizado, realmente toma mucho tiempo el corregirlo y pasar sobre los bugs para recien a trabajar.",NEGATIVE
"This course is a great start for beginners delving into web development, as it encompasses a wide range of tools with just enough information and practical knowledge to keep you engaged and learning and not be intimidated and run away.",this course is a great start for beginners delving into web development . it encompasses a wide range of tools with just enough information and practical knowledge to keep you engaged and learning .,POSITIVE
"thank you for this course, this is my first time to learn the IT skills so i got the knowledge in HTML, CSS and JAVASCRIPT for beginner and advanced , but at backend site i have again some difficulty that i must improve more in order to solve it.","this is my first time to learn IT skills so i got the knowledge in HTML, CSS and JAVASCRIPT for beginner and advanced . at backend site i have again some difficulty that i must improve more in order to solve it .",NEGATIVE
"Angela is a gem. if you are reading this comment to decided if you should buy the course or not then just go buy it without wasting any time . I think this is the best Investment ive ever made . i spent a lot of money on learning JS but this course makes the most sense . Im at Drum Kit project right now and i think if i keep learning the way i am learning, i am not that far away from getting a job .",i spent a lot of money on learning JS but this course makes the most sense . i think this is the best investment ive ever made .,POSITIVE
HTML and CSS if very nicely covered but later sections are recorded more than 4 years back and now each and everything has updated so much that it became a pathetic experience to follow this course. This course should be updated totally or should not be named as web development bootcamp 2023?,this course should be updated totally or should not be named as web development bootcamp 2023? this course is a pathetic experience to follow .,NEGATIVE
"The course is great up until she starts to contradict herself. At some point during the course, she showed a graph indicating why PHP is no longer a viable language to learn because the popularity graph shows a decline in usage. Then she starts teaching EJS which is virtually vanishing. The course is fractured and not well organized. If you want javascript, buy a javascript course and not one that is all over the place.",the course is great up until she starts to contradict herself . she showed a graph indicating why PHP is no longer a viable language to learn because the popularity graph shows a decline in usage .,NEGATIVE
"Considering this course's price range, I believe it provides a great value, but some topics and modules are missing. For instance, in this course they did not make a complete Mern stack app, and at some point the course is not very up to date. The overall experience is great, and it gives you a good idea of how a complete website works, as well as how she taught it. For creating such an amazing course at such an affordable price, I would like to thank you.","this course provides a great value, but some topics and modules are missing . the overall experience is great, and it gives you a good idea of how a complete website works .",POSITIVE
"Me ha ayudado mucho a entender fundamentos y porder aplicarnos, la profesora es excelente explicando y tiene ejercicios divertidos y funcionales. Además me encanta que da una visión de cómo ser programador en la vida real",me ha ayudado mucho a entender fundamentos y porder aplicarnos . tiene ejercicios divertidos y funcionales .,POSITIVE
Really enjoying breezing through this course. I am a pretty experienced programmer however this course has yet so much to offer. Dr. Angela Yu does a phenomenal job explaining difficult topics like a piece of cake. Her enthusiasm and teaching skills make this learning experience fun and a walk in the park! Cheers & happy coding!,this course has yet so much to offer . Dr. Angela Yu does a phenomenal job explaining difficult topics like a piece of cake .,POSITIVE
"The best part is when you are challenged with a module, and you tackle it without any help. Frustrating your mind while working on it, and after successfully running the server or web app, the happiness it brings. It was my first time; I actually felt like I learned to code by myself through brainstorming. All credits to Dr. Angela Yu ~ Best starting course for web development if you haven't learned Html, CSS only, so from my side I will give the course overall a 4/5 (-1 just for Javascript).","the best part is when you are challenged with a module, and you tackle it without any help . if you haven't learned Html, CSS only, I will give the course overall a 4/5 (-1 just for Javascript).",POSITIVE
"This is the third course I have taken from Angela and it's as always highly interesting and project-oriented, if you want to gain leadership in the web realm just take the course and work hard. It's worth the money.",this is the third course I have taken from Angela . it's as always highly interesting and project-oriented . the course is worth the money .,POSITIVE
"11/2023: The first half of the course was okay and fun. I enjoyed HTML, CSS and JS beginnings. But once u get to the backend stuff and more advanced JS, the learning curve seemed too steep, if you a complete beginner. I switched to a different course and I am very happy about it. Repeating some stuff and learning new details that were not mentioned in this course. Understanding basics and having solid knowledge foundations, is super important otherwise all will become a word soup in the end. So, look around and see which course suits you the best. Also, this course should NOT have been named 2023 Web Bootcamp because some stuff is not updated. Anyway, Angela, thank you.","the first half of the course was okay and fun . but once u get to the backend stuff and more advanced JS, the learning curve seemed too steep, if you a complete beginner .",NEGATIVE
"it was very good,Angela is a great teacher but most of her course is not updated expescially mongodb module in latest update call back function is removed so this made me little uneasy in this module rest of module was fine",Angela is a great teacher but most of her course is not updated expescially mongodb module in latest update call back function is removed so this made me little uneasy in this module rest of module was fine .,NEGATIVE
"The video on Udemy runs slowly, even with a good internet connection. It seems like there might be an issue with the buffering speed or scalability, making it difficult to watch the course smoothly. Could you please check and improve the video streaming speed for a better learning experience? Day 10 and videos are still not working properly...","the video on Udemy runs slowly, even with a good internet connection . it seems like there might be an issue with the buffering speed or scalability .",NEGATIVE
"once I started to make it further into the course it started to become more vague and go along the lines of we haven't learnt this but try it, now here's the solution. so instead of teaching parts you just get told what was done and shown a full solution",it started to become more vague and go along the lines of we haven't learnt this . instead of teaching parts you get told what was done and shown a full solution .,NEGATIVE
outdated mongodb section and overall outdate course.you can still use this as a guide by reading new documentation for the respective tech and looking at new comments can help you find solution,mongodb section and overall outdate course are outdated . you can still use this as a guide by reading new documentation for the respective tech .,NEGATIVE
"Angella, I first learnt of you when I was learning flutter through a free course on YouTube. Your smiles, personality, and easy-to-understand accent made it very easy for me to learn everything you were teaching in that course.","your smiles, personality, and easy-to-understand accent made it very easy for me to learn everything you were teaching in that course .",POSITIVE
"The front end is explained well, Backend is a total mess with lots of errors in lesson codes. No proper updates to videos. It should not be marketed as a full stack if it is not updated with error-free codes. Remember folks you get what you pay but it is a complete waste of time going through the MongoDB chapter. Everything just falling apart.",backend is a total mess with lots of errors in lesson codes . it should not be marketed as a full stack if it is not updated with error-free code .,NEGATIVE
"This is an absolute winner! From coding essentials to advanced techniques like React and databases, it's a comprehensive package. Engaging content, projects, and supportive answers seal the deal. A must for budding web developers. :D","coding essentials, advanced techniques like React and databases seal the deal . engaging content, projects, and supportive answers are key to budding web developers .",POSITIVE
"It's definitely worth it to buy this course. Specially i was struggling one of the important topics in programming API that Angela deep dive into this field. She taught both frontend and backend topics detailed, subtitle is clear. Teaching process is fun, Angela's advertisement is valuable at the end of each section and keep motivate me. I highly recommend this course to new beginners.","i was struggling one of the important topics in programming API that Angela deep dive into this field . she taught both frontend and backend topics detailed, subtitle is clear .",POSITIVE
"She is an excellent teacher and she really explained each thing in a way that made it easy to grasp and put into practice. I only give 3 stars because there are parts of the course that are so outdated that they are almost unlearnable. Specifically the section on databases. I know she is currently working on updating everything, so if she has then I would highly recommend the course.",I only give 3 stars because there are parts of the course that are so outdated that they are almost unlearnable . if she has then I would highly recommend the course .,NEGATIVE
Angela Rocks !! I love the way she explains everything and how she progressively explains less and lets us do the rest. I’ve already take 10. Days of code: The complete python pro bootcamp and I loved it. Now enjoying this other course too.,angela rocks explains everything and lets us do the rest . python pro bootcamp is the complete bootcamp .,POSITIVE
"Half the course is pretty well written and really though out, the problem is the other half, capstone project of section 26 shows how this course really drifts over, the title itself has nothing to do with what you are really asked to do in this project, moreover you don't even have the knowledge yet to implement what is asked, I had great hopes for this course but I ended up being disappointed.",capstone project of section 26 shows how this course really drifts over . the title itself has nothing to do with what you are really asked to do in this project .,NEGATIVE
definitely this course is the easiest and most simplified to learn complex concept with precision . i would easily rate it a 10/10. The number of examples and projects and their solution makes it a fun and encouraging journey.,this course is the easiest and most simplified to learn complex concept . the number of examples and projects and their solution makes it a fun and encouraging journey .,POSITIVE
It is on of the best course for Full Stack Web Development. Happy to enroll for this course. Explanation of all things are very good. Got to know new the tools and technology in the current market.,it is on of the best course for Full Stack Web Development . got to know new the tools and technology in the current market .,POSITIVE
"This course is best for beginners who want to know the basics of web designing. It may not have some advanced topics that are not necessary for understanding basics. My only suggestion is certification is only provided for completed full courses, I requested the Author provide different types of certificates for front-end, back-end and full-stack. It will also help to attract more students, that's my humble request thankyou.","the author provided different types of certificates for front-end, back-end and full-stack courses . it will also help to attract more students, that's my humble request .",POSITIVE
"I enrolled in Angela Yu's Web Development Bootcamp 2023 with high hopes after completing the initial 32 sections, which were relatively up to date and well-structured. However, my experience took a nosedive once I reached Section 33, which focused on MongoDB.",I enrolled in Angela Yu's web development Bootcamp 2023 . the initial 32 sections were relatively up to date and well-structured .,NEGATIVE
"The best web development online bootcamp money can get, the instructor is great and friendly, the course is engaging overall I am so happy that I took this course. Thank you, Dr. Angela Yu and Greetings from Egypt, :).","the instructor is great and friendly, the course is engaging overall I am so happy that I took this course . thank you, Dr. Angela Yu and Greetings from Egypt .",POSITIVE
"I would say, this course is very amazing and at the same time an eye-opener because according to my experience with it and my previous state in programming, this course has greatly improved my skills and enlightened me with the assistance of practical projects which has helped me have clarity of my path as a developer and as well achieve my goals. For that, I take this opportunity to appreciate my instructor Dr. Angela Yuo who made this course fun and inspirational for easy understanding for anyone out there who's willing to learn programming. Thank you, Madam Angela.",this course has greatly improved my skills and enlightened me with the assistance of practical projects which has helped me have clarity of my path as a developer .,POSITIVE
"Really great course! Angela does an amazing job with pacing the difficulty of the content, explaining abstract concepts in easy to grasp ways, challenging you to go beyond your capabilities, while cheering you on along the way!","Angela does an amazing job with pacing the difficulty of the content, explaining abstract concepts in easy to grasp ways, challenging you to go beyond your capabilities .",POSITIVE
